filepath,label_id,label
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000001.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000002.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000003.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000004.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000005.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000006.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000007.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000008.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000009.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000010.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000011.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000012.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000013.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000014.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000015.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000016.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000017.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000018.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000019.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000020.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000021.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000022.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000023.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000024.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000025.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000026.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000027.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000028.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000029.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000030.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000031.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000032.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000033.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000034.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000035.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000036.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000037.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000038.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000039.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000040.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000041.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000042.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000043.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000044.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000045.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000046.png,0,green
/home/ispaik/me203/Lab8/lab8_materials/data_Dec7_processed/green/green_000047.png,0,green
